,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,DOGE-USD,ETH-USD,LTC-USD,DOGE-USD,ETH-USD,LTC-USD,DOGE-USD,ETH-USD,LTC-USD,DOGE-USD,ETH-USD,LTC-USD,DOGE-USD,ETH-USD,LTC-USD,DOGE-USD,ETH-USD,LTC-USD
Datetime,,,,,,,,,,,,,,,,,,
2021-09-01 09:10:00+01:00,0.279661625623703,3527.078125,173.99276733398438,0.279661625623703,3527.078125,173.99276733398438,0.28013670444488525,3527.078125,173.99276733398438,0.279661625623703,3527.078125,173.94189453125,0.28013670444488525,3527.078125,173.94189453125,1832448.0,0,5547264
2021-09-01 09:15:00+01:00,0.27962860465049744,3530.400146484375,174.3745574951172,0.27962860465049744,3530.400146484375,174.3745574951172,0.27983638644218445,3533.053466796875,174.3745574951172,0.27962860465049744,3529.737060546875,174.33377075195312,0.27983638644218445,3529.737060546875,174.33377075195312,297984.0,0,8376064
2021-09-01 09:20:00+01:00,0.27876782417297363,3523.18701171875,174.2899169921875,0.27876782417297363,3523.18701171875,174.2899169921875,0.2795451283454895,3529.964599609375,174.37684631347656,0.27876782417297363,3523.18701171875,174.14205932617188,0.2795451283454895,3529.964599609375,174.37684631347656,0.0,0,1723904
2021-09-01 09:25:00+01:00,0.27854204177856445,3520.358154296875,173.65493774414062,0.27854204177856445,3520.358154296875,173.65493774414062,0.27874404191970825,3522.51318359375,173.98724365234375,0.2783482074737549,3520.297119140625,173.65493774414062,0.27874404191970825,3522.4248046875,173.9193115234375,0.0,0,100352
2021-09-01 09:30:00+01:00,0.27885323762893677,3523.814453125,173.3753204345703,0.27885323762893677,3523.814453125,173.3753204345703,0.27885323762893677,3523.814453125,173.7748565673828,0.2781531810760498,3516.879150390625,173.3753204345703,0.2781531810760498,3516.879150390625,173.4814910888672,1704960.0,28975104,952064
2021-09-01 09:35:00+01:00,0.279170423746109,3529.251220703125,173.7624969482422,0.279170423746109,3529.251220703125,173.7624969482422,0.279170423746109,3529.771484375,173.7624969482422,0.27857130765914917,3528.7158203125,173.52288818359375,0.27883389592170715,3529.771484375,173.52288818359375,0.0,21444608,3389952
2021-09-01 09:40:00+01:00,0.27836352586746216,3524.086669921875,173.5480499267578,0.27836352586746216,3524.086669921875,173.5480499267578,0.2785913646221161,3527.3271484375,173.6853790283203,0.27836352586746216,3524.086669921875,173.5480499267578,0.2785913646221161,3527.3271484375,173.6853790283203,0.0,0,0
2021-09-01 09:45:00+01:00,0.27836981415748596,3526.435302734375,173.28155517578125,0.27836981415748596,3526.435302734375,173.28155517578125,0.27836981415748596,3531.28564453125,173.43748474121094,0.2781907021999359,3522.785888671875,173.2474822998047,0.2781907021999359,3526.257080078125,173.2474822998047,2119168.0,25348096,1473024
2021-09-01 09:50:00+01:00,0.27847227454185486,3533.72216796875,173.5294189453125,0.27847227454185486,3533.72216796875,173.5294189453125,0.278665691614151,3537.03662109375,173.6787567138672,0.27847227454185486,3529.77294921875,173.22039794921875,0.278665691614151,3529.77294921875,173.22039794921875,0.0,20488192,2079744
2021-09-01 09:55:00+01:00,0.27890545129776,3534.9541015625,174.19093322753906,0.27890545129776,3534.9541015625,174.19093322753906,0.27900946140289307,3538.21484375,174.19093322753906,0.27883264422416687,3534.20556640625,173.89805603027344,0.2789354920387268,3538.21484375,173.89805603027344,454144.0,10985472,7317504
2021-09-01 10:00:00+01:00,0.27893322706222534,3537.8984375,174.28163146972656,0.27893322706222534,3537.8984375,174.28163146972656,0.2792953848838806,3541.83935546875,174.28163146972656,0.27883225679397583,3535.912353515625,174.10580444335938,0.2792953848838806,3541.83935546875,174.10580444335938,0.0,0,0
2021-09-01 10:05:00+01:00,0.27922943234443665,3538.368408203125,174.615966796875,0.27922943234443665,3538.368408203125,174.615966796875,0.27922943234443665,3538.368408203125,174.615966796875,0.2789199650287628,3534.78662109375,174.2191925048828,0.2789199650287628,3537.42724609375,174.28663635253906,0.0,45045760,7432448
2021-09-01 10:10:00+01:00,0.27947986125946045,3540.1533203125,174.3865966796875,0.27947986125946045,3540.1533203125,174.3865966796875,0.27968764305114746,3546.7880859375,174.7574005126953,0.2793212831020355,3540.1533203125,174.3865966796875,0.2793212831020355,3546.7880859375,174.69358825683594,0.0,24442880,1165824
2021-09-01 10:15:00+01:00,0.27998456358909607,3550.642333984375,174.70150756835938,0.27998456358909607,3550.642333984375,174.70150756835938,0.27998456358909607,3554.589599609375,174.79458618164062,0.2794860303401947,3545.073486328125,174.46958923339844,0.2794860303401947,3545.073486328125,174.46958923339844,2913280.0,119363584,3959552
2021-09-01 10:20:00+01:00,0.27967289090156555,3549.451904296875,174.94618225097656,0.27967289090156555,3549.451904296875,174.94618225097656,0.27996933460235596,3552.116943359375,174.94618225097656,0.27960115671157837,3549.451904296875,174.61459350585938,0.2797832190990448,3552.116943359375,174.61459350585938,0.0,0,3003136
2021-09-01 10:25:00+01:00,0.2798738479614258,3550.966552734375,174.80064392089844,0.2798738479614258,3550.966552734375,174.80064392089844,0.2800581157207489,3551.254638671875,174.88197326660156,0.2798738479614258,3549.505859375,174.80064392089844,0.27994245290756226,3550.78564453125,174.88197326660156,3938304.0,17252352,3605760
2021-09-01 10:30:00+01:00,0.2801796793937683,3544.658935546875,174.5860137939453,0.2801796793937683,3544.658935546875,174.5860137939453,0.2809244394302368,3554.46435546875,174.95448303222656,0.2800541818141937,3544.658935546875,174.5860137939453,0.2800541818141937,3554.46435546875,174.87728881835938,8561280.0,1849344,498432
2021-09-01 10:35:00+01:00,0.2805688679218292,3545.018310546875,174.8883056640625,0.2805688679218292,3545.018310546875,174.8883056640625,0.2806474566459656,3548.671875,174.8883056640625,0.28016769886016846,3543.62109375,174.58673095703125,0.28016769886016846,3543.62109375,174.58673095703125,3163392.0,18200576,5451520
2021-09-01 10:40:00+01:00,0.2808532416820526,3540.165771484375,174.87718200683594,0.2808532416820526,3540.165771484375,174.87718200683594,0.2808532416820526,3547.256591796875,174.89456176757812,0.2805883586406708,3540.165771484375,174.8132781982422,0.2805883586406708,3545.743408203125,174.89456176757812,2217856.0,0,2171648
2021-09-01 10:45:00+01:00,0.2799595594406128,3532.041259765625,174.5520477294922,0.2799595594406128,3532.041259765625,174.5520477294922,0.2808566391468048,3540.0927734375,174.8030242919922,0.2799595594406128,3532.041259765625,174.5520477294922,0.2808566391468048,3540.0927734375,174.8030242919922,0.0,0,0
2021-09-01 10:50:00+01:00,0.28055086731910706,3542.792724609375,174.5778045654297,0.28055086731910706,3542.792724609375,174.5778045654297,0.28055086731910706,3542.792724609375,174.5778045654297,0.27977269887924194,3535.0576171875,174.3961944580078,0.27977269887924194,3535.0576171875,174.3961944580078,1125632.0,49899520,4222464
2021-09-01 10:55:00+01:00,0.28089195489883423,3543.528076171875,174.651123046875,0.28089195489883423,3543.528076171875,174.651123046875,0.28089195489883423,3544.5693359375,174.75808715820312,0.28054675459861755,3542.86572265625,174.651123046875,0.28054675459861755,3542.86572265625,174.74880981445312,4391296.0,20482048,6802688
2021-09-01 11:00:00+01:00,0.28158310055732727,3535.91650390625,174.77174377441406,0.28158310055732727,3535.91650390625,174.77174377441406,0.2822481691837311,3537.51171875,174.790771484375,0.28118470311164856,3527.554931640625,174.46243286132812,0.2822481691837311,3537.51171875,174.790771484375,5326720.0,0,0
2021-09-01 11:05:00+01:00,0.2812780737876892,3528.488525390625,175.40280151367188,0.2812780737876892,3528.488525390625,175.40280151367188,0.281380832195282,3532.21728515625,175.5293426513672,0.28109729290008545,3525.92041015625,174.70838928222656,0.281380832195282,3532.21728515625,174.70838928222656,0.0,43866112,15197952
2021-09-01 11:10:00+01:00,0.28192201256752014,3532.849609375,175.3113555908203,0.28192201256752014,3532.849609375,175.3113555908203,0.2820974588394165,3532.849609375,175.3113555908203,0.28192201256752014,3529.37548828125,175.3113555908203,0.2820659577846527,3529.37548828125,175.3113555908203,9726976.0,24008704,1374720
2021-09-01 11:15:00+01:00,0.28112831711769104,3529.872802734375,174.74180603027344,0.28112831711769104,3529.872802734375,174.74180603027344,0.2816516160964966,3532.375732421875,175.03529357910156,0.28112831711769104,3529.872802734375,174.74180603027344,0.2816516160964966,3532.375732421875,175.03529357910156,0.0,0,0
2021-09-01 11:20:00+01:00,0.2811366021633148,3533.447998046875,174.98036193847656,0.2811366021633148,3533.447998046875,174.98036193847656,0.28131023049354553,3533.740478515625,174.98036193847656,0.28112781047821045,3530.96728515625,174.82005310058594,0.28131023049354553,3530.96728515625,174.82005310058594,544640.0,1308672,490496
2021-09-01 11:25:00+01:00,0.281220018863678,3538.23876953125,175.16287231445312,0.281220018863678,3538.23876953125,175.16287231445312,0.2813991904258728,3540.605712890625,175.16287231445312,0.2809513509273529,3529.686767578125,174.91554260253906,0.2809513509273529,3529.686767578125,174.91554260253906,359296.0,34338816,2814976
2021-09-01 11:30:00+01:00,0.2813306450843811,3540.4384765625,175.41030883789062,0.2813306450843811,3540.4384765625,175.41030883789062,0.28141745924949646,3540.96826171875,175.41030883789062,0.28123000264167786,3539.2578125,175.17681884765625,0.28141745924949646,3540.96826171875,175.17681884765625,1608576.0,10450944,6746880
2021-09-01 11:35:00+01:00,0.28161048889160156,3552.113037109375,175.45889282226562,0.28161048889160156,3552.113037109375,175.45889282226562,0.2816433310508728,3552.3564453125,175.72885131835938,0.2815377712249756,3544.229248046875,175.45889282226562,0.2815978527069092,3544.229248046875,175.72885131835938,2475392.0,138502144,4265728
2021-09-01 11:40:00+01:00,0.2814573645591736,3551.913330078125,174.91114807128906,0.2814573645591736,3551.913330078125,174.91114807128906,0.28208431601524353,3553.284912109375,175.3568115234375,0.2814573645591736,3551.749755859375,174.91114807128906,0.281912237405777,3551.749755859375,175.3568115234375,782336.0,47702016,0
2021-09-01 11:45:00+01:00,0.28064170479774475,3551.78369140625,174.35183715820312,0.28064170479774475,3551.78369140625,174.35183715820312,0.2814355492591858,3552.45849609375,175.01588439941406,0.28064170479774475,3551.78369140625,174.35183715820312,0.2814355492591858,3552.45849609375,175.01588439941406,0.0,0,0
2021-09-01 11:50:00+01:00,0.2803742587566376,3547.407958984375,174.28411865234375,0.2803742587566376,3547.407958984375,174.28411865234375,0.2803742587566376,3549.547119140625,174.28411865234375,0.2802751660346985,3545.228271484375,174.26922607421875,0.2802751660346985,3549.547119140625,174.26922607421875,0.0,0,80128
2021-09-01 11:55:00+01:00,0.2803362309932709,3546.640380859375,174.31781005859375,0.2803362309932709,3546.640380859375,174.31781005859375,0.280459463596344,3547.764404296875,174.33140563964844,0.2803362309932709,3546.341552734375,174.31781005859375,0.280459463596344,3547.764404296875,174.33140563964844,0.0,0,1637888
2021-09-01 12:00:00+01:00,0.2808203399181366,3550.631591796875,174.31019592285156,0.2808203399181366,3550.631591796875,174.31019592285156,0.2808203399181366,3554.44775390625,174.38986206054688,0.2802480161190033,3545.13671875,174.17410278320312,0.2802480161190033,3545.13671875,174.38986206054688,0.0,0,0
2021-09-01 12:05:00+01:00,0.2812241017818451,3550.89208984375,174.53672790527344,0.2812241017818451,3550.89208984375,174.53672790527344,0.2812241017818451,3557.88134765625,174.60939025878906,0.2808280885219574,3550.89208984375,174.4941864013672,0.28090721368789673,3556.763427734375,174.4941864013672,2601344.0,12480512,9295360
2021-09-01 12:10:00+01:00,0.2814139425754547,3553.9853515625,174.6895294189453,0.2814139425754547,3553.9853515625,174.6895294189453,0.2814139425754547,3556.99853515625,174.6895294189453,0.28131622076034546,3553.9853515625,174.52285766601562,0.28131622076034546,3556.99853515625,174.5235595703125,3186176.0,24360960,10339840
2021-09-01 12:15:00+01:00,0.28241628408432007,3555.07421875,174.98130798339844,0.28241628408432007,3555.07421875,174.98130798339844,0.28241628408432007,3555.07421875,174.98353576660156,0.2818351686000824,3546.716796875,174.98130798339844,0.2818351686000824,3546.716796875,174.98353576660156,5107712.0,42016768,0
2021-09-01 12:20:00+01:00,0.28222358226776123,3547.481201171875,175.2837371826172,0.28222358226776123,3547.481201171875,175.2837371826172,0.28224217891693115,3553.147216796875,175.2837371826172,0.2821561396121979,3547.481201171875,175.0253448486328,0.2821561396121979,3550.875,175.0253448486328,2665088.0,0,11905792
2021-09-01 12:25:00+01:00,0.28143495321273804,3542.477783203125,174.74591064453125,0.28143495321273804,3542.477783203125,174.74591064453125,0.2820548713207245,3547.340576171875,175.13311767578125,0.28143495321273804,3540.504638671875,174.74327087402344,0.2820548713207245,3547.340576171875,175.13311767578125,0.0,0,0
2021-09-01 12:30:00+01:00,0.28153249621391296,3539.852783203125,174.83514404296875,0.28153249621391296,3539.852783203125,174.83514404296875,0.28172197937965393,3540.433837890625,174.92294311523438,0.28153249621391296,3539.852783203125,174.83514404296875,0.28154030442237854,3540.433837890625,174.84445190429688,0.0,0,0
2021-09-01 12:35:00+01:00,0.2811364233493805,3537.6884765625,174.75392150878906,0.2811364233493805,3537.6884765625,174.75392150878906,0.2811471223831177,3538.145263671875,174.8247528076172,0.28095540404319763,3535.9873046875,174.66844177246094,0.28095540404319763,3535.9873046875,174.66844177246094,0.0,0,0
2021-09-01 12:40:00+01:00,0.2809620201587677,3530.67529296875,174.59071350097656,0.2809620201587677,3530.67529296875,174.59071350097656,0.28125154972076416,3537.761474609375,174.9000244140625,0.2809620201587677,3530.67529296875,174.59071350097656,0.28104305267333984,3537.761474609375,174.81915283203125,0.0,0,0
2021-09-01 12:45:00+01:00,0.28121620416641235,3535.8876953125,174.5090789794922,0.28121620416641235,3535.8876953125,174.5090789794922,0.28121620416641235,3535.8876953125,174.5090789794922,0.28086480498313904,3533.131591796875,174.3438720703125,0.2809363603591919,3533.131591796875,174.3438720703125,0.0,0,0
2021-09-01 12:50:00+01:00,0.28085312247276306,3536.53125,174.51986694335938,0.28085312247276306,3536.53125,174.51986694335938,0.2811334729194641,3541.942138671875,174.51986694335938,0.28085312247276306,3536.53125,174.3666534423828,0.2810390293598175,3541.942138671875,174.44677734375,0.0,0,3072
2021-09-01 12:55:00+01:00,0.28198376297950745,3532.08154296875,174.69764709472656,0.28198376297950745,3532.08154296875,174.69764709472656,0.28198376297950745,3537.189697265625,174.69764709472656,0.28096118569374084,3532.08154296875,174.44821166992188,0.28096118569374084,3537.189697265625,174.44821166992188,0.0,0,0
2021-09-01 13:00:00+01:00,0.2838974595069885,3537.783935546875,175.37071228027344,0.2838974595069885,3537.783935546875,175.37071228027344,0.2838974595069885,3537.783935546875,175.37071228027344,0.28300225734710693,3533.0908203125,174.78440856933594,0.2832961678504944,3533.208740234375,174.78440856933594,9959936.0,0,0
2021-09-01 13:05:00+01:00,0.2824540138244629,3522.24169921875,174.5373992919922,0.2824540138244629,3522.24169921875,174.5373992919922,0.284121036529541,3534.365966796875,175.37921142578125,0.2824540138244629,3522.24169921875,174.5373992919922,0.284121036529541,3534.365966796875,175.37921142578125,4954880.0,0,0
2021-09-01 13:10:00+01:00,0.28280413150787354,3532.343017578125,174.97030639648438,0.28280413150787354,3532.343017578125,174.97030639648438,0.28280413150787354,3532.343017578125,174.97030639648438,0.2821352481842041,3527.010009765625,174.6986083984375,0.2821352481842041,3527.010009765625,174.6986083984375,1532416.0,60526592,4216064
2021-09-01 13:15:00+01:00,0.2838837504386902,3542.273193359375,175.25506591796875,0.2838837504386902,3542.273193359375,175.25506591796875,0.2838837504386902,3542.68798828125,175.25506591796875,0.28292396664619446,3532.6162109375,175.15457153320312,0.28292396664619446,3532.6162109375,175.15457153320312,3881216.0,129929216,18194688
2021-09-01 13:20:00+01:00,0.2845264673233032,3544.023193359375,175.6246337890625,0.2845264673233032,3544.023193359375,175.6246337890625,0.28486666083335876,3544.023193359375,175.6246337890625,0.2833530902862549,3538.373779296875,175.39898681640625,0.2833530902862549,3538.373779296875,175.39898681640625,10344448.0,0,11985152
2021-09-01 13:25:00+01:00,0.28423386812210083,3538.96875,175.59939575195312,0.28423386812210083,3538.96875,175.59939575195312,0.2849065363407135,3540.404296875,175.60911560058594,0.28423386812210083,3538.96875,175.4517822265625,0.2849065363407135,3539.745361328125,175.5401611328125,1615104.0,0,0
2021-09-01 13:30:00+01:00,0.28390583395957947,3542.20947265625,175.7049560546875,0.28390583395957947,3542.20947265625,175.7049560546875,0.28391265869140625,3545.0810546875,175.8518829345703,0.28364086151123047,3538.302734375,175.62103271484375,0.28391265869140625,3544.266845703125,175.8518829345703,0.0,9840640,1365760
2021-09-01 13:35:00+01:00,0.2844802737236023,3543.8564453125,175.60047912597656,0.2844802737236023,3543.8564453125,175.60047912597656,0.2844802737236023,3543.8564453125,175.60047912597656,0.28402000665664673,3541.2021484375,175.52297973632812,0.284022718667984,3542.012451171875,175.54495239257812,1063424.0,0,0
2021-09-01 13:40:00+01:00,0.28321316838264465,3539.634765625,175.01968383789062,0.28321316838264465,3539.634765625,175.01968383789062,0.2840198576450348,3540.262451171875,175.6857452392578,0.28321316838264465,3539.634765625,175.01968383789062,0.2839120626449585,3540.262451171875,175.6857452392578,0.0,0,1623808
2021-09-01 13:45:00+01:00,0.28260281682014465,3540.060791015625,175.00672912597656,0.28260281682014465,3540.060791015625,175.00672912597656,0.28320106863975525,3541.81396484375,175.08908081054688,0.28260281682014465,3538.538818359375,175.00672912597656,0.28320106863975525,3538.538818359375,175.08908081054688,0.0,0,0
2021-09-01 13:50:00+01:00,0.2826826870441437,3537.760498046875,174.52761840820312,0.2826826870441437,3537.760498046875,174.52761840820312,0.28297680616378784,3539.867431640625,174.84617614746094,0.28241685032844543,3534.772216796875,174.52761840820312,0.28241685032844543,3538.49267578125,174.84617614746094,1124992.0,0,231936
2021-09-01 13:55:00+01:00,0.28239646553993225,3539.942138671875,174.6090087890625,0.28239646553993225,3539.942138671875,174.6090087890625,0.28307345509529114,3541.743896484375,174.77760314941406,0.28239646553993225,3539.942138671875,174.6090087890625,0.28307345509529114,3541.587158203125,174.66868591308594,1397504.0,5718016,0
2021-09-01 14:00:00+01:00,0.2826712131500244,3544.00927734375,174.7693328857422,0.2826712131500244,3544.00927734375,174.7693328857422,0.2831183969974518,3544.6240234375,174.80201721191406,0.2826712131500244,3538.01171875,174.466064453125,0.2831183969974518,3538.01171875,174.466064453125,0.0,0,0
2021-09-01 14:05:00+01:00,0.2820594906806946,3544.76904296875,174.2840118408203,0.2820594906806946,3544.76904296875,174.2840118408203,0.2824697494506836,3544.76904296875,174.684326171875,0.2820594906806946,3541.24755859375,174.2840118408203,0.2824697494506836,3541.24755859375,174.684326171875,373760.0,0,0
2021-09-01 14:10:00+01:00,,3540.38427734375,173.85256958007812,,3540.38427734375,173.85256958007812,,3550.111572265625,174.20291137695312,,3540.38427734375,173.85256958007812,,3550.111572265625,174.20291137695312,,34621440,0
2021-09-01 14:15:00+01:00,0.28098660707473755,3533.9208984375,173.99200439453125,0.28098660707473755,3533.9208984375,173.99200439453125,0.28157147765159607,3540.56689453125,174.08468627929688,0.28098660707473755,3533.9208984375,173.7433624267578,0.2813907265663147,3537.974853515625,173.7433624267578,0.0,0,966144
2021-09-01 14:20:00+01:00,0.280111700296402,3530.099853515625,173.81784057617188,0.280111700296402,3530.099853515625,173.81784057617188,0.28058862686157227,3531.06689453125,173.81784057617188,0.280111700296402,3526.2109375,173.6822509765625,0.28058862686157227,3531.06689453125,173.7517852783203,50816.0,4249600,2664960
2021-09-01 14:25:00+01:00,0.28069403767585754,3530.439453125,174.01116943359375,0.28069403767585754,3530.439453125,174.01116943359375,0.28069403767585754,3530.439453125,174.01116943359375,0.2802991271018982,3526.14306640625,173.7635498046875,0.2802991271018982,3526.14306640625,173.7635498046875,1026432.0,25008128,2255872
2021-09-01 14:30:00+01:00,0.28130173683166504,3540.026123046875,174.29727172851562,0.28130173683166504,3540.026123046875,174.29727172851562,0.28130173683166504,3540.026123046875,174.29727172851562,0.2805269956588745,3532.0537109375,173.9183807373047,0.2805269956588745,3532.0537109375,173.9183807373047,4471552.0,21258240,4018944
2021-09-01 14:35:00+01:00,0.2816822826862335,3544.8095703125,175.0030059814453,0.2816822826862335,3544.8095703125,175.0030059814453,0.2816822826862335,3544.8095703125,175.0030059814453,0.2809329330921173,3537.371826171875,174.30763244628906,0.2809329330921173,3537.371826171875,174.30763244628906,1091584.0,0,9473792
2021-09-01 14:40:00+01:00,0.2813160717487335,3541.72509765625,174.72879028320312,0.2813160717487335,3541.72509765625,174.72879028320312,0.28171852231025696,3547.263916015625,174.99989318847656,0.2813160717487335,3540.514892578125,174.65902709960938,0.28171852231025696,3547.263916015625,174.99989318847656,0.0,0,0
2021-09-01 14:45:00+01:00,0.28105276823043823,3542.369384765625,174.9013671875,0.28105276823043823,3542.369384765625,174.9013671875,0.28152450919151306,3546.017822265625,174.94830322265625,0.28105276823043823,3539.98046875,174.64022827148438,0.28121036291122437,3539.98046875,174.64022827148438,0.0,27111424,1448960
2021-09-01 14:50:00+01:00,0.28076842427253723,3540.371337890625,174.92478942871094,0.28076842427253723,3540.371337890625,174.92478942871094,0.28098636865615845,3542.0341796875,174.92478942871094,0.280586302280426,3537.75,174.80113220214844,0.28098636865615845,3542.0341796875,174.80113220214844,0.0,0,0
2021-09-01 14:55:00+01:00,0.280593603849411,3537.754150390625,174.5855255126953,0.280593603849411,3537.754150390625,174.5855255126953,0.28068965673446655,3541.646484375,174.92941284179688,0.28048962354660034,3535.916748046875,174.5855255126953,0.28068965673446655,3541.646484375,174.92941284179688,0.0,35919872,0
2021-09-01 15:00:00+01:00,0.28059545159339905,3538.557861328125,174.78619384765625,0.28059545159339905,3538.557861328125,174.78619384765625,0.2809624969959259,3541.97509765625,174.89866638183594,0.28059545159339905,3538.557861328125,174.65792846679688,0.28087979555130005,3540.36669921875,174.65792846679688,0.0,0,0
2021-09-01 15:05:00+01:00,0.28020572662353516,3538.999755859375,174.4435577392578,0.28020572662353516,3538.999755859375,174.4435577392578,0.28068211674690247,3540.760009765625,174.7788543701172,0.28020572662353516,3538.999755859375,174.4435577392578,0.28068211674690247,3540.527587890625,174.7788543701172,0.0,0,0
2021-09-01 15:10:00+01:00,0.28045010566711426,3548.35791015625,174.75875854492188,0.28045010566711426,3548.35791015625,174.75875854492188,0.2804587185382843,3548.35791015625,174.75875854492188,0.27980470657348633,3536.726806640625,174.2717742919922,0.27980470657348633,3536.726806640625,174.2717742919922,0.0,0,0
2021-09-01 15:15:00+01:00,0.2807311713695526,3547.225341796875,175.873779296875,0.2807311713695526,3547.225341796875,175.873779296875,0.2807311713695526,3550.021484375,175.873779296875,0.28037798404693604,3546.192626953125,174.70960998535156,0.28037798404693604,3546.192626953125,174.70960998535156,0.0,0,10587648
2021-09-01 15:20:00+01:00,0.28100261092185974,3551.426513671875,176.82212829589844,0.28100261092185974,3551.426513671875,176.82212829589844,0.2810240387916565,3551.7587890625,176.82212829589844,0.2809383273124695,3550.32958984375,176.0151824951172,0.2809383273124695,3550.32958984375,176.0151824951172,0.0,0,10549760
